Type of Alert,Date,Time,Zone,Latitude,Longitude,city,state,year,month,yearmonth
Multiple Gunshots,6/14/2017,4:00:00,KansasCityMO,39.059,-94.554,Kansas City,MO,2017,6,210
Multiple Gunshots,6/14/2017,4:00:00,KansasCityMO,39.057,-94.551,Kansas City,MO,2017,6,210
Multiple Gunshots,6/14/2017,10:00:00,KansasCityMO,39.039,-94.561,Kansas City,MO,2017,6,210
Multiple Gunshots,6/14/2017,10:00:00,KansasCityMO,39.039,-94.561,Kansas City,MO,2017,6,210
Multiple Gunshots,6/14/2017,10:00:00,KansasCityMO,39.039,-94.561,Kansas City,MO,2017,6,210
Single Gunshot,6/14/2017,23:00:00,KansasCityMO,39.036,-94.56,Kansas City,MO,2017,6,210
Multiple Gunshots,6/14/2017,23:00:00,KansasCityMO,39.063,-94.552,Kansas City,MO,2017,6,210
Multiple Gunshots,6/16/2017,0:00:00,KansasCityMO,39.051,-94.565,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/16/2017,14:00:00,KansasCityMO,39.058,-94.552,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/17/2017,7:00:00,KansasCityMO,39.067,-94.554,Kansas City,MO,2017,6,210
Multiple Gunshots,6/17/2017,12:00:00,KansasCityMO,39.036,-94.563,Kansas City,MO,2017,6,210
Multiple Gunshots,6/17/2017,17:00:00,KansasCityMO,39.045,-94.568,Kansas City,MO,2017,6,210
Single Gunshot,6/17/2017,19:00:00,KansasCityMO,39.062,-94.552,Kansas City,MO,2017,6,210
Single Gunshot,6/17/2017,23:00:00,KansasCityMO,39.037,-94.566,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/18/2017,3:00:00,KansasCityMO,39.067,-94.55,Kansas City,MO,2017,6,210
Single Gunshot,6/18/2017,4:00:00,KansasCityMO,39.045,-94.553,Kansas City,MO,2017,6,210
Multiple Gunshots,6/18/2017,4:00:00,KansasCityMO,39.045,-94.553,Kansas City,MO,2017,6,210
Single Gunshot,6/18/2017,4:00:00,KansasCityMO,39.045,-94.553,Kansas City,MO,2017,6,210
Single Gunshot,6/18/2017,16:00:00,KansasCityMO,39.042,-94.554,Kansas City,MO,2017,6,210
Single Gunshot,6/18/2017,18:00:00,KansasCityMO,39.05,-94.567,Kansas City,MO,2017,6,210
Multiple Gunshots,6/18/2017,21:00:00,KansasCityMO,39.056,-94.565,Kansas City,MO,2017,6,210
Multiple Gunshots,6/18/2017,21:00:00,KansasCityMO,39.055,-94.565,Kansas City,MO,2017,6,210
Multiple Gunshots,6/18/2017,21:00:00,KansasCityMO,39.056,-94.571,Kansas City,MO,2017,6,210
Single Gunshot,6/19/2017,5:00:00,KansasCityMO,39.063,-94.565,Kansas City,MO,2017,6,210
Multiple Gunshots,6/19/2017,8:00:00,KansasCityMO,39.051,-94.56,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/19/2017,18:00:00,KansasCityMO,39.063,-94.566,Kansas City,MO,2017,6,210
Multiple Gunshots,6/19/2017,19:00:00,KansasCityMO,39.069,-94.552,Kansas City,MO,2017,6,210
Multiple Gunshots,6/19/2017,20:00:00,KansasCityMO,39.065,-94.558,Kansas City,MO,2017,6,210
Multiple Gunshots,6/19/2017,20:00:00,KansasCityMO,39.062,-94.56,Kansas City,MO,2017,6,210
Multiple Gunshots,6/19/2017,20:00:00,KansasCityMO,39.067,-94.556,Kansas City,MO,2017,6,210
Multiple Gunshots,6/19/2017,22:00:00,KansasCityMO,39.065,-94.557,Kansas City,MO,2017,6,210
Multiple Gunshots,6/19/2017,22:00:00,KansasCityMO,39.064,-94.556,Kansas City,MO,2017,6,210
Multiple Gunshots,6/19/2017,23:00:00,KansasCityMO,39.054,-94.556,Kansas City,MO,2017,6,210
Multiple Gunshots,6/20/2017,3:00:00,KansasCityMO,39.062,-94.554,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/21/2017,12:00:00,KansasCityMO,39.043,-94.568,Kansas City,MO,2017,6,210
Multiple Gunshots,6/22/2017,3:00:00,KansasCityMO,39.056,-94.557,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/22/2017,9:00:00,KansasCityMO,39.052,-94.563,Kansas City,MO,2017,6,210
Multiple Gunshots,6/22/2017,20:00:00,KansasCityMO,39.054,-94.554,Kansas City,MO,2017,6,210
Multiple Gunshots,6/22/2017,20:00:00,KansasCityMO,39.055,-94.554,Kansas City,MO,2017,6,210
Multiple Gunshots,6/22/2017,20:00:00,KansasCityMO,39.059,-94.553,Kansas City,MO,2017,6,210
Multiple Gunshots,6/22/2017,20:00:00,KansasCityMO,39.06,-94.554,Kansas City,MO,2017,6,210
Multiple Gunshots,6/22/2017,20:00:00,KansasCityMO,39.06,-94.553,Kansas City,MO,2017,6,210
Single Gunshot,6/22/2017,0:00:00,KansasCityMO,39.036,-94.566,Kansas City,MO,2017,6,210
Multiple Gunshots,6/23/2017,2:00:00,KansasCityMO,39.054,-94.565,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/23/2017,3:00:00,KansasCityMO,39.033,-94.559,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/23/2017,9:00:00,KansasCityMO,39.052,-94.565,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/23/2017,13:00:00,KansasCityMO,39.044,-94.558,Kansas City,MO,2017,6,210
Single Gunshot,6/23/2017,18:00:00,KansasCityMO,39.046,-94.555,Kansas City,MO,2017,6,210
Multiple Gunshots,6/23/2017,18:00:00,KansasCityMO,39.049,-94.567,Kansas City,MO,2017,6,210
Single Gunshot,6/24/2017,4:00:00,KansasCityMO,39.038,-94.571,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/24/2017,17:00:00,KansasCityMO,39.035,-94.562,Kansas City,MO,2017,6,210
Single Gunshot,6/24/2017,17:00:00,KansasCityMO,39.06,-94.552,Kansas City,MO,2017,6,210
Multiple Gunshots,6/25/2017,0:00:00,KansasCityMO,39.052,-94.565,Kansas City,MO,2017,6,210
Single Gunshot,6/25/2017,0:00:00,KansasCityMO,39.044,-94.551,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/25/2017,1:00:00,KansasCityMO,39.052,-94.559,Kansas City,MO,2017,6,210
Multiple Gunshots,6/25/2017,2:00:00,KansasCityMO,39.064,-94.555,Kansas City,MO,2017,6,210
Multiple Gunshots,6/25/2017,2:00:00,KansasCityMO,39.064,-94.555,Kansas City,MO,2017,6,210
Single Gunshot,6/25/2017,3:00:00,KansasCityMO,39.043,-94.552,Kansas City,MO,2017,6,210
Multiple Gunshots,6/25/2017,5:00:00,KansasCityMO,39.063,-94.573,Kansas City,MO,2017,6,210
Single Gunshot,6/25/2017,15:00:00,KansasCityMO,39.044,-94.55,Kansas City,MO,2017,6,210
Multiple Gunshots,6/25/2017,19:00:00,KansasCityMO,39.045,-94.549,Kansas City,MO,2017,6,210
Multiple Gunshots,6/25/2017,19:00:00,KansasCityMO,39.045,-94.551,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/25/2017,20:00:00,KansasCityMO,39.063,-94.554,Kansas City,MO,2017,6,210
Multiple Gunshots,6/25/2017,21:00:00,KansasCityMO,39.063,-94.567,Kansas City,MO,2017,6,210
Single Gunshot,6/25/2017,0:00:00,KansasCityMO,39.049,-94.567,Kansas City,MO,2017,6,210
Single Gunshot,6/26/2017,15:00:00,KansasCityMO,39.065,-94.565,Kansas City,MO,2017,6,210
Single Gunshot,6/26/2017,18:00:00,KansasCityMO,39.049,-94.567,Kansas City,MO,2017,6,210
Gunshot or Firecracker,6/26/2017,18:00:00,KansasCityMO,39.065,-94.565,Kansas City,MO,2017,6,210
Multiple Gunshots,6/26/2017,19:00:00,KansasCityMO,39.061,-94.557,Kansas City,MO,2017,6,210
Multiple Gunshots,6/27/2017,1:00:00,KansasCityMO,39.067,-94.565,Kansas City,MO,2017,6,210
Multiple Gunshots,6/27/2017,1:00:00,KansasCityMO,39.067,-94.565,Kansas City,MO,2017,6,210
Multiple Gunshots,6/27/2017,5:00:00,KansasCityMO,39.056,-94.559,Kansas City,MO,2017,6,210
Single Gunshot,6/28/2017,3:00:00,KansasCityMO,39.057,-94.564,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,3:00:00,KansasCityMO,39.057,-94.563,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,3:00:00,KansasCityMO,39.061,-94.562,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,3:00:00,KansasCityMO,39.057,-94.563,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,3:00:00,KansasCityMO,39.055,-94.563,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,3:00:00,KansasCityMO,39.056,-94.562,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,3:00:00,KansasCityMO,39.054,-94.563,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,3:00:00,KansasCityMO,39.053,-94.563,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,3:00:00,KansasCityMO,39.06,-94.552,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,3:00:00,KansasCityMO,39.065,-94.552,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,5:00:00,KansasCityMO,39.054,-94.55,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,5:00:00,KansasCityMO,39.057,-94.55,Kansas City,MO,2017,6,210
Multiple Gunshots,6/28/2017,22:00:00,KansasCityMO,39.052,-94.57,Kansas City,MO,2017,6,210
Multiple Gunshots,6/29/2017,3:00:00,KansasCityMO,39.068,-94.563,Kansas City,MO,2017,6,210
Multiple Gunshots,6/29/2017,21:00:00,KansasCityMO,39.036,-94.561,Kansas City,MO,2017,6,210
Single Gunshot,6/30/2017,16:00:00,KansasCityMO,39.067,-94.555,Kansas City,MO,2017,6,210
Multiple Gunshots,6/30/2017,0:00:00,KansasCityMO,39.041,-94.552,Kansas City,MO,2017,6,210
Multiple Gunshots,7/1/2017,1:00:00,KansasCityMO,39.048,-94.557,Kansas City,MO,2017,7,211
Single Gunshot,7/1/2017,3:00:00,KansasCityMO,39.047,-94.554,Kansas City,MO,2017,7,211
Single Gunshot,7/1/2017,3:00:00,KansasCityMO,39.058,-94.561,Kansas City,MO,2017,7,211
Single Gunshot,7/1/2017,4:00:00,KansasCityMO,39.045,-94.549,Kansas City,MO,2017,7,211
Single Gunshot,7/1/2017,16:00:00,KansasCityMO,39.06,-94.555,Kansas City,MO,2017,7,211
Single Gunshot,7/1/2017,18:00:00,KansasCityMO,39.061,-94.551,Kansas City,MO,2017,7,211
Multiple Gunshots,7/1/2017,21:00:00,KansasCityMO,39.052,-94.561,Kansas City,MO,2017,7,211
Multiple Gunshots,7/1/2017,22:00:00,KansasCityMO,39.052,-94.561,Kansas City,MO,2017,7,211
Multiple Gunshots,7/1/2017,22:00:00,KansasCityMO,39.049,-94.554,Kansas City,MO,2017,7,211
Multiple Gunshots,7/1/2017,0:00:00,KansasCityMO,39.044,-94.551,Kansas City,MO,2017,7,211
Multiple Gunshots,7/1/2017,0:00:00,KansasCityMO,39.045,-94.57,Kansas City,MO,2017,7,211
Multiple Gunshots,7/2/2017,0:00:00,KansasCityMO,39.049,-94.569,Kansas City,MO,2017,7,211
Multiple Gunshots,7/2/2017,0:00:00,KansasCityMO,39.049,-94.569,Kansas City,MO,2017,7,211
Multiple Gunshots,7/2/2017,0:00:00,KansasCityMO,39.049,-94.569,Kansas City,MO,2017,7,211
Multiple Gunshots,7/2/2017,0:00:00,KansasCityMO,39.053,-94.55,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/2/2017,1:00:00,KansasCityMO,39.057,-94.554,Kansas City,MO,2017,7,211
Single Gunshot,7/2/2017,5:00:00,KansasCityMO,39.056,-94.549,Kansas City,MO,2017,7,211
Multiple Gunshots,7/2/2017,6:00:00,KansasCityMO,39.041,-94.574,Kansas City,MO,2017,7,211
Multiple Gunshots,7/2/2017,13:00:00,KansasCityMO,39.045,-94.559,Kansas City,MO,2017,7,211
Multiple Gunshots,7/2/2017,16:00:00,KansasCityMO,39.052,-94.561,Kansas City,MO,2017,7,211
Single Gunshot,7/2/2017,23:00:00,KansasCityMO,39.067,-94.549,Kansas City,MO,2017,7,211
Multiple Gunshots,7/2/2017,0:00:00,KansasCityMO,39.057,-94.559,Kansas City,MO,2017,7,211
Multiple Gunshots,7/3/2017,22:00:00,KansasCityMO,39.06,-94.559,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/3/2017,23:00:00,KansasCityMO,39.054,-94.563,Kansas City,MO,2017,7,211
Multiple Gunshots,7/3/2017,23:00:00,KansasCityMO,39.064,-94.551,Kansas City,MO,2017,7,211
Multiple Gunshots,7/3/2017,23:00:00,KansasCityMO,39.064,-94.551,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/3/2017,23:00:00,KansasCityMO,39.047,-94.549,Kansas City,MO,2017,7,211
Multiple Gunshots,7/3/2017,23:00:00,KansasCityMO,39.036,-94.564,Kansas City,MO,2017,7,211
Multiple Gunshots,7/3/2017,23:00:00,KansasCityMO,39.036,-94.564,Kansas City,MO,2017,7,211
Single Gunshot,7/3/2017,23:00:00,KansasCityMO,39.036,-94.564,Kansas City,MO,2017,7,211
Multiple Gunshots,7/3/2017,23:00:00,KansasCityMO,39.048,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/3/2017,0:00:00,KansasCityMO,39.04,-94.567,Kansas City,MO,2017,7,211
Multiple Gunshots,7/3/2017,0:00:00,KansasCityMO,39.043,-94.551,Kansas City,MO,2017,7,211
Multiple Gunshots,7/3/2017,0:00:00,KansasCityMO,39.058,-94.553,Kansas City,MO,2017,7,211
Single Gunshot,7/4/2017,1:00:00,KansasCityMO,39.057,-94.565,Kansas City,MO,2017,7,211
Multiple Gunshots,7/4/2017,1:00:00,KansasCityMO,39.061,-94.546,Kansas City,MO,2017,7,211
Multiple Gunshots,7/4/2017,1:00:00,KansasCityMO,39.061,-94.546,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/4/2017,1:00:00,KansasCityMO,39.051,-94.573,Kansas City,MO,2017,7,211
Multiple Gunshots,7/4/2017,1:00:00,KansasCityMO,39.043,-94.551,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/4/2017,1:00:00,KansasCityMO,39.048,-94.567,Kansas City,MO,2017,7,211
Multiple Gunshots,7/4/2017,2:00:00,KansasCityMO,39.048,-94.567,Kansas City,MO,2017,7,211
Single Gunshot,7/4/2017,2:00:00,KansasCityMO,39.046,-94.553,Kansas City,MO,2017,7,211
Multiple Gunshots,7/4/2017,16:00:00,KansasCityMO,39.046,-94.557,Kansas City,MO,2017,7,211
Multiple Gunshots,7/5/2017,0:00:00,KansasCityMO,39.049,-94.563,Kansas City,MO,2017,7,211
Multiple Gunshots,7/5/2017,0:00:00,KansasCityMO,39.038,-94.565,Kansas City,MO,2017,7,211
Multiple Gunshots,7/5/2017,1:00:00,KansasCityMO,39.045,-94.554,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/5/2017,1:00:00,KansasCityMO,39.046,-94.553,Kansas City,MO,2017,7,211
Multiple Gunshots,7/5/2017,18:00:00,KansasCityMO,39.045,-94.564,Kansas City,MO,2017,7,211
Multiple Gunshots,7/5/2017,23:00:00,KansasCityMO,39.045,-94.548,Kansas City,MO,2017,7,211
Multiple Gunshots,7/8/2017,0:00:00,KansasCityMO,39.052,-94.561,Kansas City,MO,2017,7,211
Single Gunshot,7/8/2017,2:00:00,KansasCityMO,39.042,-94.557,Kansas City,MO,2017,7,211
Single Gunshot,7/8/2017,4:00:00,KansasCityMO,39.045,-94.553,Kansas City,MO,2017,7,211
Single Gunshot,7/8/2017,23:00:00,KansasCityMO,39.063,-94.574,Kansas City,MO,2017,7,211
Single Gunshot,7/9/2017,2:00:00,KansasCityMO,39.063,-94.574,Kansas City,MO,2017,7,211
Multiple Gunshots,7/9/2017,3:00:00,KansasCityMO,39.047,-94.566,Kansas City,MO,2017,7,211
Multiple Gunshots,7/9/2017,5:00:00,KansasCityMO,39.045,-94.564,Kansas City,MO,2017,7,211
Single Gunshot,7/10/2017,18:00:00,KansasCityMO,39.038,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/11/2017,20:00:00,KansasCityMO,39.061,-94.548,Kansas City,MO,2017,7,211
Multiple Gunshots,7/11/2017,23:00:00,KansasCityMO,39.051,-94.556,Kansas City,MO,2017,7,211
Multiple Gunshots,7/12/2017,1:00:00,KansasCityMO,39.06,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/12/2017,19:00:00,KansasCityMO,39.05,-94.547,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/12/2017,19:00:00,KansasCityMO,39.052,-94.556,Kansas City,MO,2017,7,211
Single Gunshot,7/13/2017,0:00:00,KansasCityMO,39.052,-94.56,Kansas City,MO,2017,7,211
Single Gunshot,7/13/2017,2:00:00,KansasCityMO,39.047,-94.549,Kansas City,MO,2017,7,211
Single Gunshot,7/13/2017,2:00:00,KansasCityMO,39.045,-94.56,Kansas City,MO,2017,7,211
Multiple Gunshots,7/13/2017,20:00:00,KansasCityMO,39.041,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/13/2017,0:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2017,7,211
Multiple Gunshots,7/14/2017,15:00:00,KansasCityMO,39.061,-94.556,Kansas City,MO,2017,7,211
Multiple Gunshots,7/14/2017,22:00:00,KansasCityMO,39.046,-94.547,Kansas City,MO,2017,7,211
Multiple Gunshots,7/15/2017,1:00:00,KansasCityMO,39.049,-94.554,Kansas City,MO,2017,7,211
Multiple Gunshots,7/15/2017,1:00:00,KansasCityMO,39.049,-94.554,Kansas City,MO,2017,7,211
Single Gunshot,7/15/2017,2:00:00,KansasCityMO,39.063,-94.566,Kansas City,MO,2017,7,211
Single Gunshot,7/15/2017,2:00:00,KansasCityMO,39.042,-94.55,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/15/2017,16:00:00,KansasCityMO,39.063,-94.553,Kansas City,MO,2017,7,211
Multiple Gunshots,7/15/2017,20:00:00,KansasCityMO,39.034,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/15/2017,21:00:00,KansasCityMO,39.063,-94.57,Kansas City,MO,2017,7,211
Multiple Gunshots,7/16/2017,3:00:00,KansasCityMO,39.068,-94.558,Kansas City,MO,2017,7,211
Single Gunshot,7/16/2017,3:00:00,KansasCityMO,39.068,-94.558,Kansas City,MO,2017,7,211
Single Gunshot,7/16/2017,5:00:00,KansasCityMO,39.053,-94.548,Kansas City,MO,2017,7,211
Multiple Gunshots,7/16/2017,6:00:00,KansasCityMO,39.064,-94.552,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/16/2017,6:00:00,KansasCityMO,39.064,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/16/2017,13:00:00,KansasCityMO,39.05,-94.557,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/16/2017,19:00:00,KansasCityMO,39.041,-94.567,Kansas City,MO,2017,7,211
Multiple Gunshots,7/16/2017,19:00:00,KansasCityMO,39.041,-94.567,Kansas City,MO,2017,7,211
Multiple Gunshots,7/16/2017,21:00:00,KansasCityMO,39.042,-94.566,Kansas City,MO,2017,7,211
Single Gunshot,7/17/2017,5:00:00,KansasCityMO,39.053,-94.562,Kansas City,MO,2017,7,211
Multiple Gunshots,7/17/2017,22:00:00,KansasCityMO,39.044,-94.55,Kansas City,MO,2017,7,211
Multiple Gunshots,7/17/2017,22:00:00,KansasCityMO,39.044,-94.553,Kansas City,MO,2017,7,211
Multiple Gunshots,7/18/2017,4:00:00,KansasCityMO,39.05,-94.553,Kansas City,MO,2017,7,211
Multiple Gunshots,7/18/2017,4:00:00,KansasCityMO,39.049,-94.554,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/18/2017,4:00:00,KansasCityMO,39.058,-94.56,Kansas City,MO,2017,7,211
Multiple Gunshots,7/18/2017,4:00:00,KansasCityMO,39.051,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/18/2017,4:00:00,KansasCityMO,39.048,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/18/2017,4:00:00,KansasCityMO,39.05,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/18/2017,16:00:00,KansasCityMO,39.047,-94.572,Kansas City,MO,2017,7,211
Single Gunshot,7/19/2017,17:00:00,KansasCityMO,39.039,-94.562,Kansas City,MO,2017,7,211
Single Gunshot,7/19/2017,19:00:00,KansasCityMO,39.045,-94.549,Kansas City,MO,2017,7,211
Single Gunshot,7/19/2017,19:00:00,KansasCityMO,39.045,-94.551,Kansas City,MO,2017,7,211
Multiple Gunshots,7/19/2017,23:00:00,KansasCityMO,39.036,-94.562,Kansas City,MO,2017,7,211
Multiple Gunshots,7/20/2017,4:00:00,KansasCityMO,39.042,-94.566,Kansas City,MO,2017,7,211
Single Gunshot,7/20/2017,4:00:00,KansasCityMO,39.063,-94.551,Kansas City,MO,2017,7,211
Single Gunshot,7/20/2017,6:00:00,KansasCityMO,39.059,-94.567,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/20/2017,7:00:00,KansasCityMO,39.049,-94.568,Kansas City,MO,2017,7,211
Single Gunshot,7/20/2017,20:00:00,KansasCityMO,39.063,-94.566,Kansas City,MO,2017,7,211
Single Gunshot,7/21/2017,2:00:00,KansasCityMO,39.034,-94.566,Kansas City,MO,2017,7,211
Multiple Gunshots,7/21/2017,0:00:00,KansasCityMO,39.06,-94.552,Kansas City,MO,2017,7,211
Single Gunshot,7/22/2017,3:00:00,KansasCityMO,39.036,-94.562,Kansas City,MO,2017,7,211
Multiple Gunshots,7/22/2017,4:00:00,KansasCityMO,39.048,-94.551,Kansas City,MO,2017,7,211
Multiple Gunshots,7/22/2017,5:00:00,KansasCityMO,39.04,-94.559,Kansas City,MO,2017,7,211
Multiple Gunshots,7/22/2017,5:00:00,KansasCityMO,39.059,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/22/2017,21:00:00,KansasCityMO,39.048,-94.55,Kansas City,MO,2017,7,211
Multiple Gunshots,7/22/2017,21:00:00,KansasCityMO,39.048,-94.55,Kansas City,MO,2017,7,211
Single Gunshot,7/22/2017,21:00:00,KansasCityMO,39.056,-94.574,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/23/2017,17:00:00,KansasCityMO,39.047,-94.566,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/23/2017,18:00:00,KansasCityMO,39.041,-94.552,Kansas City,MO,2017,7,211
Single Gunshot,7/23/2017,21:00:00,KansasCityMO,39.034,-94.562,Kansas City,MO,2017,7,211
Single Gunshot,7/25/2017,19:00:00,KansasCityMO,39.043,-94.565,Kansas City,MO,2017,7,211
Single Gunshot,7/25/2017,22:00:00,KansasCityMO,39.061,-94.568,Kansas City,MO,2017,7,211
Single Gunshot,7/25/2017,22:00:00,KansasCityMO,39.064,-94.55,Kansas City,MO,2017,7,211
Single Gunshot,7/26/2017,4:00:00,KansasCityMO,39.056,-94.562,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/27/2017,15:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2017,7,211
Multiple Gunshots,7/27/2017,23:00:00,KansasCityMO,39.052,-94.564,Kansas City,MO,2017,7,211
Single Gunshot,7/27/2017,23:00:00,KansasCityMO,39.044,-94.551,Kansas City,MO,2017,7,211
Single Gunshot,7/28/2017,1:00:00,KansasCityMO,39.045,-94.551,Kansas City,MO,2017,7,211
Single Gunshot,7/28/2017,9:00:00,KansasCityMO,39.047,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/28/2017,9:00:00,KansasCityMO,39.046,-94.552,Kansas City,MO,2017,7,211
Multiple Gunshots,7/28/2017,13:00:00,KansasCityMO,39.048,-94.557,Kansas City,MO,2017,7,211
Multiple Gunshots,7/28/2017,20:00:00,KansasCityMO,39.068,-94.572,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/28/2017,21:00:00,KansasCityMO,39.053,-94.555,Kansas City,MO,2017,7,211
Multiple Gunshots,7/28/2017,23:00:00,KansasCityMO,39.052,-94.557,Kansas City,MO,2017,7,211
Single Gunshot,7/29/2017,1:00:00,KansasCityMO,39.061,-94.558,Kansas City,MO,2017,7,211
Multiple Gunshots,7/29/2017,3:00:00,KansasCityMO,39.049,-94.55,Kansas City,MO,2017,7,211
Multiple Gunshots,7/29/2017,3:00:00,KansasCityMO,39.061,-94.555,Kansas City,MO,2017,7,211
Multiple Gunshots,7/29/2017,3:00:00,KansasCityMO,39.052,-94.565,Kansas City,MO,2017,7,211
Multiple Gunshots,7/29/2017,3:00:00,KansasCityMO,39.051,-94.565,Kansas City,MO,2017,7,211
Single Gunshot,7/29/2017,3:00:00,KansasCityMO,39.064,-94.547,Kansas City,MO,2017,7,211
Gunshot or Firecracker,7/29/2017,18:00:00,KansasCityMO,39.048,-94.55,Kansas City,MO,2017,7,211
Multiple Gunshots,7/29/2017,21:00:00,KansasCityMO,39.062,-94.558,Kansas City,MO,2017,7,211
Multiple Gunshots,7/29/2017,23:00:00,KansasCityMO,39.058,-94.576,Kansas City,MO,2017,7,211
Multiple Gunshots,7/30/2017,0:00:00,KansasCityMO,39.063,-94.549,Kansas City,MO,2017,7,211
Multiple Gunshots,7/30/2017,0:00:00,KansasCityMO,39.063,-94.558,Kansas City,MO,2017,7,211
Multiple Gunshots,7/30/2017,0:00:00,KansasCityMO,39.063,-94.559,Kansas City,MO,2017,7,211
Multiple Gunshots,7/30/2017,0:00:00,KansasCityMO,39.062,-94.558,Kansas City,MO,2017,7,211
Multiple Gunshots,7/30/2017,1:00:00,KansasCityMO,39.046,-94.552,Kansas City,MO,2017,7,211
Single Gunshot,7/30/2017,1:00:00,KansasCityMO,39.052,-94.567,Kansas City,MO,2017,7,211
Multiple Gunshots,7/30/2017,1:00:00,KansasCityMO,39.047,-94.563,Kansas City,MO,2017,7,211
Multiple Gunshots,7/30/2017,5:00:00,KansasCityMO,39.063,-94.571,Kansas City,MO,2017,7,211
Multiple Gunshots,7/30/2017,0:00:00,KansasCityMO,39.049,-94.565,Kansas City,MO,2017,7,211
Multiple Gunshots,7/30/2017,0:00:00,KansasCityMO,39.051,-94.566,Kansas City,MO,2017,7,211
